"","0 In Hand","1 In Hand","2 In Hand","3 In Hand","4 In Hand","5 In Hand","6 In Hand","7 In Hand"
"1 Copy(s) of Card Total",0.883339165148894,0.1166608348511,0,0,0,0,0,0
"2 Copy(s) of Card Total",0.778539602300083,0.209599125697628,0.0118612720022866,0,0,0,0,0
"3 Copy(s) of Card Total",0.684579782441234,0.281879459576545,0.0325192289698962,0.00102152901232115,0,0,0,0
"4 Copy(s) of Card Total",0.600509525512375,0.336281027715435,0.0593373775799374,0.00380072023990337,7.13489523453082e-05,0,0,0
"5 Copy(s) of Card Total",0.525446271772546,0.375316268699143,0.0900700318903015,0.00882559740959411,0.000338101595082149,3.72863332887838e-06,0,0
"6 Copy(s) of Card Total",0.458571469686267,0.401248812517673,0.122826774803247,0.0163710307096067,0.000960123082186183,2.16726812241056e-05,1.1651979152745e-07,0
"7 Copy(s) of Card Total",0.399127080329791,0.416110725495333,0.156038667325858,0.0265313623311477,0.00211794141066394,7.34074686622931e-05,8.15638540692147e-07,0
"8 Copy(s) of Card Total",0.34641219831715,0.421719056101132,0.188426205627369,0.0392507016142146,0.00399934764452715,0.000189228141440578,3.26255416276859e-06,0
"9 Copy(s) of Card Total",0.299779789245991,0.419691681640429,0.218969025893377,0.0543508897975618,0.00678774393564004,0.000411081824508842,9.78766248830577e-06,0
"10 Copy(s) of Card Total",0.258633543663208,0.41146245582783,0.246877356976907,0.0715571343728374,0.0106522393414394,0.000792800661552765,2.44691562207644e-05,0
"11 Copy(s) of Card Total",0.222424847550359,0.39829565724134,0.271565220846369,0.0905213130428874,0.0157394934395279,0.00139963573582772,5.38321436856817e-05,0
"12 Copy(s) of Card Total",0.190649869328879,0.381299738657758,0.292625380830373,0.110842947284232,0.0221673077391396,0.0023070918722435,0.000107664287371363,0
"13 Copy(s) of Card Total",0.162846763385084,0.361440377269333,0.309806037659429,0.13208784551371,0.0300199648894795,0.00359906332069985,0.000199947962261103,0
"14 Copy(s) of Card Total",0.138592990114965,0.339552825781664,0.32298927330451,0.153804415859291,0.0393453156849349,0.00536527032067292,0.000349908933956931,0
"15 Copy(s) of Card Total",0.117502752488775,0.316353564392855,0.332171242612499,0.17553764853506,0.0501536138671601,0.00769799654705248,0.000583181556594886,0
